Código,Descripción,Definición,cuenta_digepres,descripcion_digepres
56121606,Esterillas de descanso para niños,Pieza pequeña de material resistente que se coloca en el suelo para que el niño juegue en el.,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121607,Estantes o percheros para esterillas de descanso para niños,Estantes para los tejidos resistentes que se pone en el suelo para echarse encima,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121608,Catres para niños,"Cama en forma de caja para niños, por lo general incorporan barras verticales",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121609,Cargadores de catres para niños,"Cama estrecha, sencilla y ligera para bebes,",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121610,Centros de actividades para catres para niños,Sistemas de actividades para las pequeñas camas específicamente para los bebés y niños muy pequeños.  .,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121701,Unidades de almacenamiento general,"Se conoce como módulo (del latín modulus) a una estructura o bloque de piezas que, en una construcción, se ubican en cantidad a fin de hacerla más sencilla, regular y económica.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121702,Unidades de almacenamiento de libros,Unidades de almacenamiento de libros,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121703,Cubos (modulares) para guardar juguetes,"Cada una de las divisiones, absolutamente independientes y sin comunicación con otras, de un módulo",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121704,Gabinetes institucionales de almacenamiento,Un recipiente cerrado con estanterías utilizada para almacenar diversos materiales industriales institucionales.,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121801,Gabinetes para almacenamiento de herramientas de educación técnico o gabinetes con herramientas,"Es un mueble cerrado por medio de puertas, en cuya distribución interior puede haber estantes, colgadores para perchas y cajones, ideado para guardar cosas. Las puertas pueden ser batientes o correderas, utilizándose las segundas en lugares de paso estrecho ya que necesitan menos espacio.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121802,Gabinetes para almacenamiento de herramientas de taller general o gabinetes con herramientas,"Es un mueble cerrado por medio de puertas, en cuya distribución interior puede haber estantes, colgadores y cajones, ideado para guardar cosas o herramientas . Las puertas pueden ser batientes o correderas, utilizándose las segundas en lugares de paso estrecho ya que necesitan menos espacio.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121803,Gabinetes para almacenamiento de herramientas para trabajar en madera o gabinetes con herramientas,"Es un mueble cerrado por medio de puertas, en cuya distribución interior puede haber estantes, colgadores para perchas y cajones, ideado para guardar cosas carpinteria. Las puertas pueden ser batientes o correderas, utilizándose las segundas en lugares de paso estrecho ya que necesitan menos espacio.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121804,Escritorio técnico para instructores,"Es un tipo de mueble y una clase de mesa. Es usado frecuentemente en el entorno de trabajo y de oficina, para leer, escribir sobre él, para usar utensilios sencillos como lápiz y papel o complejos como una computadora. Los escritorios tienen a menudo uno o más cajones.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121805,Archivos planos,"Un archivo plano es una colección de información almacenada y se accede secuencialmente en una base de datos, a menudo creado para almacenar información de una manera no estructurada",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56121901,Mesas de demostración de máquinas de coser,"Mesas para efectuar la ejecución práctica de una prueba,",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56122001,Bancas de laboratorio,Mesas de trabajo en un laboratorio,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56122002,Unidades o accesorios de almacenamiento para laboratorios,"Se conoce como módulo  a una estructura o bloque de piezas que, en una construcción, se ubican en cantidad a fin de hacerla más sencilla, regular y económica.",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56122003,Puestos de trabajo para laboratorios,Las estaciones de trabajos de laboratorio son sistemas modulares y flexibles.,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
56122004,Unidades de bases para lavamanos,"Módulos de fregadero integrados, empotrados o en depresión. Un módulo de fregadero integrado se monta a ras con la encimera para que el borde del fregadero integrado forme un todo con la encimera. La encimera y el borde del módulo de fregadero se ajustan sin soldaduras,",2.6.2.4.01,Mobiliario y equipo educacional y recreativo
60101001,Kits de matemáticas para sumar,Conjunto de productos y utensilios suficientes para aplicar y aprender a sumar.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101002,Kits de matemáticas para dividir,Conjunto de productos y utensilios suficientes para aplicar y aprender a dividir.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101003,Kits de matemáticas de fracciones,Conjunto de productos y utensilios suficientes para aplicar y aprender las fracciones.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101004,Kits de matemáticas para bachillerato básico,Conjunto de productos y utensilios para ser utilizados en la edad escolar en el grado intermedio.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101005,Kits de matemáticas para la primera infancia,Conjunto de productos y utensilios suficientes para que los infantes aprendan matemáticas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101006,Kits de matemáticas para mediciones,Conjunto de productos y utensilios suficientes para aplicar y aprender las mediciones.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101007,Kits de matemáticas para multiplicar,Conjunto de productos y utensilios suficientes para aplicar y aprender a multiplicar.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101008,Kits de matemáticas para primaria,Conjunto de productos y utensilios suficientes para que los niños de primaria aprendan matemáticas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101009,Kits de matemáticas para restar,Conjunto de productos y utensilios suficientes para aplicar y aprender a restar,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101010,Kits de matemáticas para bachillerato,Conjunto de productos y utensilios suficientes para que los jovenes de secundaria aprendan matemáticas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101101,Lectores electrónicos de tarjetas,Dispositivo de entrada de datos que lee datos de un medio de almacenamiento en forma de tarjeta.,2.3.9.2.01,"Útiles y materiales  de escritorio, oficina e informática"
60101102,Materiales de aprendizaje electrónico basados en el plan de estudios,Conjunto de productos y utensilios electrónicos de aprendizaje siguiendo el plan de estudio correspondiente.,2.3.9.2.01,"Útiles y materiales  de escritorio, oficina e informática"
60101103,Globos terráqueos electrónicos,"Es un modelo electrónico a escala tridimensional de la Tierra, siendo la única representación geográfica que no sufre distorsión.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101104,Máquinas electrónicas de pruebas,Aparato electrónico que sirve para programarle una prueba sobre algún tema específico y es capaz de captar la respuesta de la persona a la que se le esta realizando la prueba.,2.3.9.6.01,Productos eléctricos y afines
60101201,Adhesivos de seguimiento basados en la biblia,Elemento utilizado para poder dejar una marca del lugar donde se estaba leyendo para despues encontrarlo con facilidad.,2.3.9.8.01,Repuestos
60101202,Tablas de incentivo basados en la biblia,Es un tipo de tablero donde se colocan los elementos que mueven o hacen desear algo a una persona basado en la Biblia.,2.3.9.8.01,Repuestos
60101203,Adhesivos para pegar en las tablas de incentivo,Señalizador que se utilizan para darle seguimiento al incentivo otorgado a una persona,2.3.9.8.01,Repuestos
60101204,Tablas de incentivo,"Es un tipo de tablero donde se colocan los estímulos que se ofrece a una persona , grupo o sector de la economía con el fin de elevar la producción y mejorar los rendimientos (comunmente)",2.3.9.8.01,Repuestos
60101205,Tarjetas perforadas de incentivo,Es una hoja de papel o de cartón en donde se colocan los incentivos que se puede recibir por haber realizado una acción.,2.3.3.2.01,Papel y cartón
60101301,Adhesivos basados en la biblia,Son impresos biblicos en papel de pegatina para colocarlo en cualquier superficie,2.3.3.3.01,Productos de artes gráficas
60101302,Adhesivos gigantes,Son impresos con cualquier tipo de escenario en papel de pegatina de tamaño grande.,2.3.3.3.01,Productos de artes gráficas
60101304,Adhesivos de fotos,Son impresos de fotografías en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101305,Adhesivos de recompensa,Son impresos de recompensa en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101306,Adhesivos perfumados,Son impresos en  papel de pegatina que dentro del proceso son bañados con esencias para para colocarlo en cualquier superficie y despidan un agradable olor.,2.3.3.3.01,Productos de artes gráficas
60101307,Adhesivos de formas,Son impresos con formas preestablecidas en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101308,Adhesivos brillantes,Son impresos brillantes en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101309,Adhesivos de recompensa con forma de estrella,Son impresos de estrella de recompensa en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101310,Surtidos de adhesivos,Son impresos surtidos en  papel de pegatina para colocarlo en cualquier superficie.,2.3.3.3.01,Productos de artes gráficas
60101311,Libros de adhesivos,"Son impresos en  papel de pegatina que se pueden encontrar un sin número de colores, formas para colocarlo en cualquier superficie.",2.3.3.3.01,Productos de artes gráficas
60101312,Cajas de adhesivos,Recipiente que contiene un material en forma de calcomanía dentro de el.,2.3.3.3.01,Productos de artes gráficas
60101313,Calcomanías para tatuaje,"Consistente en una imagen que, mediante la aplicación de agua, se transfiere del soporte original a otra superficie donde queda adherida. En Venezuela y otros países se le llama ""calcomanía"" a las pegatinas (figuras autoadhesivas que no requieren el uso de agua conocidas en inglés como ""stickers"")",2.3.3.3.01,Productos de artes gráficas
60101314,Tarjetas didácticas de sumas,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de suma, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101315,Tarjetas didácticas de cultura general,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran datos sobre cultura general, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101316,Tarjetas didácticas en blanco,Es un cartón o material plástico sin ningún tipo de impresión para ser utilizada para realizar anotaciones por una persona.,2.3.3.2.01,Papel y cartón
60101317,Tarjetas didácticas de divisiones,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de división, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101318,Tarjetas didácticas electrónicas,Tarjetas virtuales que se pueden programar con diferentes programas educativos para estar en interacción con otras personas.,2.3.3.2.01,Papel y cartón
60101319,Tarjetas didácticas de equivalencias,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de equivalencias, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101320,Tarjetas didácticas de fracciones,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de fracciones, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101321,Tarjetas didácticas de mayor que o menor que,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de mayor que o menor que, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101322,Tarjetas didácticas de multiplicaciones,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de multiplicación, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101323,Tarjetas didácticas de restas,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran operaciones de resta, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101324,Tarjetas didácticas del alfabeto,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran las letras del alfabeto, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101325,Tarjetas didácticas de construcción de palabras,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran las letras del alfabeto, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101326,Tarjetas didácticas de fonética,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran la fonética, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101327,Tarjetas didácticas de escritura o escritura a mano,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran la forma de escribir una palabra, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101328,Tarjetas didácticas de los números,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran los números, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101329,Tarjetas didácticas del dinero,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran las monedas utilizadas en un país, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101330,Tarjetas didácticas de la hora,"Son unas estampa hechas sobre cartón o material plástico en las que se muestran la hora, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101331,Tarjetas de los estados (departamentos),"Son unas estampa hechas sobre cartón o material plástico en las que se muestran llos estados, con la finalidad de enseñar y/o aplicar y aprender.",2.3.3.2.01,Papel y cartón
60101401,Insignias,"Dispositivo o complemento, conteniendo a menudo las insignias de una organización, que se presenta o se muestra para indicar una cierta hazaña del servicio, una realización especial, un símbolo de la autoridad concedido tomando un juramento (eg, policía y bomberos), una muestra del empleo legítimo o condición de estudiante, o como un simple medio de identificación.",2.3.9.9.05,Productos y útiles diversos
60101402,Botones de premio,Dispositivo que sirve para reconocer los meritos de una persona por una determinada acción.,2.3.9.9.05,Productos y útiles diversos
60101403,Coronas de celebración,Ornamento de la cabeza que se obsequia para celebraciones.,2.3.9.9.05,Productos y útiles diversos
60101404,Joyas de recompense,Cosa que se da por reconocimiento o como premio de un servicio.,2.3.9.9.05,Productos y útiles diversos
60101405,Cintas o escarapelas para el salón de clases,"Liston normalmente confeccionado de tela que hace referencia a algo que se logro, normalmente entregado en concursos y ferias.",2.3.9.9.05,Productos y útiles diversos
60101601,Certificados basados en la biblia,Tipo de texto bíblico para constatar un determinado hecho.,2.3.3.3.01,Productos de artes gráficas
60101602,Certificados en blanco,Tipo de texto confeccionado para albergar el reconomiento por  un determinado hecho.,2.3.3.3.01,Productos de artes gráficas
60101603,Marcos para certificados,"Pieza que rodea, ciñe o guarnece los certificados adquiridos.",2.3.9.9.05,Productos y útiles diversos
60101604,Soportes para certificados,Elementos para la sujeción de certificados o de marcos de certificados.,2.3.9.9.05,Productos y útiles diversos
60101605,Cintas para certificados,Tela u otro material utilizado para crea los listones que serán entregados como reconocimiento.,2.3.9.9.05,Productos y útiles diversos
60101606,Diplomas,Cualquier instrumento o documento expedido por alguna Autoridad pública. Debe ser entregado en el domicilio del premiado.,2.3.3.3.01,Productos de artes gráficas
60101607,Certificados de idioma extranjero,Tipo de texto administrativo empleado para constatar el conocimiento de las lenguas extranjeras.,2.3.3.3.01,Productos de artes gráficas
60101608,Certificados de buena actitud,Tipo de texto administrativo empleado para constatar la buena actitud demostrada por una persona.,2.3.3.3.01,Productos de artes gráficas
60101609,Certificados específicos de grado,Tipo de texto administrativo empleado para constatar los diferentes niveles.,2.3.3.3.01,Productos de artes gráficas
60101610,Certificados específicos de asignatura,Tipo de texto administrativo empleado para constatar la aprobación por asignatura.,2.3.3.3.01,Productos de artes gráficas
60101701,Libros de recursos para la evaluación,Libro pequeño o de gran tamaño que se usa para tomar los recursos de evaluación.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101702,Calendarios o recortables,"Es una cuenta sistematizada del transcurso del tiempo, utilizado para la organización cronológica de las actividades humanas. Se trata de un conjunto de reglas o normas que tratan de hacer coincidir el año civil con el año trópico.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101703,Materiales pedagógicos para la formación del carácter,Conjunto de productos y utensilios para el aprendizaje del carácter.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101704,Libros de actividades en clase,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se hacen trabajos durante la clase.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101705,Materiales pedagógicos para el pensamiento crítico,Conjunto de productos y utensilios que sirven para desarrollar el pensamiento analítico.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101706,Guías para planes de estudios integrados,Es un grupode hojas que nos muestra el diseño completo curricular que se aplica a determinadas enseñanzas impartidas por un centro de estudios.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101707,Guías para el plan de estudios,Es un grupo de hojas que nos muestra el diseño puntual  curricular que se aplica a determinadas enseñanzas impartidas por un centro de estudios.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101708,Gráficos de tela,Elementos que dan a demostrar algun tema en una superficie de un tejido.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101709,Materiales para flanelógrafos,Conjunto de productos y utensilios que son utilizados en un tablero de franela.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101710,Regalos del educador,Dádiva que se hace voluntariamente al educador,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101711,Sellos para calificar,Utensilio que sirve para estampar  la evaluación obtenida en un examen.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101712,Pases (permisos) para salir al pasillo,Pedazo de carton que se le brinda a un estudiante cuando tiene que salir del aula de clase en horas lectivas.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101713,Materiales pedagógicos para la educación en el hogar,Conjunto de productos y utensilios de aprendizaje para la materia hogar.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101714,Recursos para tareas en casa,Conjunto de productos y utensilios de aprendizaje para la asignacion de tareas,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101715,Libros de ideas,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen.",2.3.3.5.01,Textos de enseñanza
60101716,Materiales para tableros magnéticos,Conjunto de productos y utensilios que son utilizados en un tablero magnético.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101717,Placas o etiquetas de identificación,Una etiqueta de identificación es una insignia o pegatina que se lleva en la parte exterior de la ropa como un medio para mostrar el nombre del usuario para que otros vean.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101718,Libros de planificación del profesor,Libro pequeño o de gran tamaño que se usa para que el profesor lleve un orden y planificación en sus labores.,2.3.3.5.01,Textos de enseñanza
60101719,Cartelera con bolsillos,Es un tipo específico de sistema de almacenamiento con bolsas de plástico que muchos profesores utilizan en sus clases para la organización y planificación de las clases.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101720,Postales de comunicación del profesor,Es una pieza rectangular de papel grueso o cartón fino diseñado para emitir y enviar mensajes.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101721,Libros de recursos profesionales para el profesor,Libro pequeño o de gran tamaño que se usa para tener los recursos profesionales del profesor,2.3.3.5.01,Textos de enseñanza
60101722,Libros de calificaciones de la clase del profesor,Libro utilizado para que el profesor pueda poner las calificaciones o notas que los estudiantes se ganan en cada una de sus evaluaciones.,2.3.3.5.01,Textos de enseñanza
60101723,Diagramas de asientos de los estudiantes en el salón de clases,Hoja de papel donde se coloca la asignación de puestos por estudiante de la clase,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101724,Carpetas o formularios del profesor suplente,Cuaderno de anotaciones donde se encuentran las formas de los profesores suplentes.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101725,Libros de actividades o recursos tecnológicos,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se realizan las actividades de tecnología.",2.3.3.5.01,Textos de enseñanza
60101726,Guías de referencia sobre tecnología,Es un grupo de hojas que nos muestra el diseño puntual  curricular que se aplica a determinadas enseñanzas impartidas comotecnologó,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101727,Materiales pedagógicos  para hacer exámenes,Conjunto de productos y utensilios que son utilizados para hacer un exámen.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101728,Materiales de pedagógicos para unidades temáticas,Conjunto de productos y utensilios para utilizar el método de enseñanza en la que el aprendizaje se centra en un tema o tópico unificador.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101729,Kits de enseñanza para bachillerato básico,Conjunto de productos y utensilios para el método de enseñanza de grado intermedio.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101730,Manuales de laboratorio,Libro en que se compendia lo más sustancial de los laboratorios.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101731,Rollos o tiras de frases,Frases impresas en tiras de papel.,2.3.3.3.01,Productos de artes gráficas
60101732,Punteros,"Un dispositivo de puntero es una palanca de mando isométrica utilizado como un dispositivo de señalización, como un touchpad o trackball, y se monta normalmente en un teclado de computadora en una computadora portátil o de escritorio. Los movimientos del dispositivo de puntero se repiten en la pantalla por los movimientos del puntero (o cursor) y otros cambios visuales.",2.3.9.2.01,"Útiles y materiales  de escritorio, oficina e informática"
60101801,Guías de referencia bíblica,Es un grupo de hojas que nos muestra los pasajes de la Bibliia,2.3.3.5.01,Textos de enseñanza
60101802,Obras de teatro basadas en la biblia,Obra de teatro que se basa a nivel escolar de la biblia.,2.3.3.5.01,Textos de enseñanza
60101803,Libros de actividades o recursos basados en la biblia,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen de actividades de la Biblia",2.3.3.5.01,Textos de enseñanza
60101804,Libros de recursos para actividades en la escuela dominical,Libro pequeño o de gran tamaño que se usa para tener las actividades parroquiales de los domingos.,2.3.3.5.01,Textos de enseñanza
60101805,Recursos para escuelas bíblicas de vacaciones,Materiales que se pueden utilizar para el aprendizaje de la Biblia en las escuelas de verano.,2.3.3.5.01,Textos de enseñanza
60101806,Emblemas o símbolos sagrados,"Figura, símbolo o jeroglífico sagrado que sirve para benerarlo.",2.3.3.5.01,Textos de enseñanza
60101807,Rosarios,"Granos de rezo son utilizados por miembros de diversas tradiciones religiosas, como el hinduismo, el budismo, varias denominaciones cristianas, el Islam, el sijismo y Fe Bahá'í para contar las repeticiones de oraciones, cantos o devociones, como el Rosario de la Virgen María en el cristianismo, y dhikr (recuerdo de Dios) en el Islam.",2.3.9.4.01,"Útiles destinados a actividades deportivas, culturales y recreativas"
60101808,Ruedas de oración,"Una rueda de oración es una ""rueda"" cilíndrica (tibetano: འཁོར་, Wylie: 'khor) sobre un eje de metal, madera, piedra, cuero o algodón grueso.  Según la tradición budista tibetana basada en los textos de linaje respecto a las ruedas de oración, girando como una rueda tendrá el mismo efecto meritorio que recitar oralmente las oraciones.",2.3.3.5.01,Textos de enseñanza
60101809,Suministros o kits de productos religiosos,"Símbolo o empresa en que se representa alguna figura, al pie de la cual se escribe algún verso o lema que declara el concepto o moralidad que encierra.",2.3.3.3.01,Productos de artes gráficas
60101810,Patenas,"Pequeña placa, generalmente de oro o plata, se utiliza para mantener el pan eucarístico que ha de ser consagrado. Se utiliza generalmente en el propio servicio, mientras que el sacramento reservado se almacenan en el tabernáculo en el copón.",2.3.3.5.01,Textos de enseñanza
60101811,Vestimentas,Es la vestidura que se pone el obispo sobre las demás prendas. Consiste en una pieza alargada con una abertura en el centro para pasar la cabeza.,2.3.2.3.01,Prendas y accesorios de vestir
60101901,Libros de actividades del alfabeto,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se muestran actividades para enseñar el alfabeto.",2.3.3.5.01,Textos de enseñanza
60101902,Cubos con el alfabeto,"Dispositivo en forma de cubo que puede ser para jugar o aplicar y aprender por parte de los niños, con el alfabeto impreso o puesto en relieve.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101903,Cintas adhesivas de escritorio con el alfabeto,Cintas que tienen en relive el abecedario con la finalidad de hacerlo participes a todo en este proceso.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101904,Kits del alfabeto,Conjunto de productos y utensilios para estudiar y aplicar y aprender el alfabeto,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101905,Fichas con letras del alfabeto,Elemento de metal que tiene impreso el alfabeto.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101906,Postales con el alfabeto,Fichas y láminas para aplicar y aprender el abecedari,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101907,Guías de referencia del alfabeto,Es un grupo de hojas que muestra el alfabeto.,2.3.3.5.01,Textos de enseñanza
60101908,Libros de recursos del alfabeto,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña el alfabeto.",2.3.3.5.01,Textos de enseñanza
60101909,Sellos del alfabeto,"Utensilio que sirve para estampar la serie de las letras de un idioma, según el orden en que cada uno de ellos las considera colocadas.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101910,Tarjetas del alfabeto para murales,"Consiste en una lámina de papel, cartón u otro material que se imprime con la serie de las letras de un idioma, según el orden en que cada uno de ellos las considera colocadas.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60101911,Alfabetos táctiles,Elementos que utilizan el sistema para el material escrito que los ciegos pueden leer a través del tacto.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102001,Espejos para uso logopédico,"Es un espejo, pero no es de vidrio, irrompible diseñado para permitir a una persona ir practicando el hablar para ver expresiones corporales y tratar el miedo al hablar.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102002,Materiales pedagógicos para ortografía,Conjunto de productos y utensilios para el aprendizaje de la ortografía.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102003,Libros de actividades para construcción de palabras,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se muestran actividades para la creación de palabras.",2.3.3.5.01,Textos de enseñanza
60102004,Kits para construcción de palabras,Conjunto de productos y utensilios suficientes para aplicar y aprender la creación de palabras,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102005,Libros de recursos para construcción de palabras,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña la creación de palabras.",2.3.3.5.01,Textos de enseñanza
60102006,Fichas para construcción de palabras,"Caja que contiene un número determinado de piezas o placas con el alfabeto, con la finalidad de ser utilizado para crear palabras.",2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102007,Murales de palabras,Una pared de palabras es una colección organizada de manera sistemática de las palabras que aparecen en letras grandes en la pared o en otro lugar grande en el salón de clases.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102101,Libros de recursos de adjetivos,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña los adjetivos.",2.3.3.5.01,Textos de enseñanza
60102102,Libros de recursos de adverbios,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña los adverbios.",2.3.3.5.01,Textos de enseñanza
60102103,Libros de recursos de gramática,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña gramatica.",2.3.3.5.01,Textos de enseñanza
60102104,Libros de recursos de sustantivos,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña los sustantivos.",2.3.3.5.01,Textos de enseñanza
60102105,Libros de recursos de puntuación,Libro pequeño o de gran tamaño donde se lleva la calificación,2.3.3.5.01,Textos de enseñanza
60102106,Libros de recursos de verbos,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se enseña los verbos.",2.3.3.5.01,Textos de enseñanza
60102201,Libros de actividades de fonética,"Conjunto de muchas hojas de papel u otro material semejante que, encuadernadas, forman un volumen donde se realizan las actividades de fonética.",2.3.3.5.01,Textos de enseñanza
60102202,Tarjetas de ejercicios fonéticos de repetición,Es un a pieza rectangular de papel o cartón con la cual se practica la fonética.,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
60102203,Kit de fonética,Conjunto de productos y utensilios suficientes para aplicar y aprender fonética,2.3.9.2.02,Útiles y materiales escolares y de enseñanzas
