Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
51142913,Halotano,"El Halotano es un vapor para inhalación usado en la anestesia general. Su nombre sistemático es 2-Bromo-2-cloro-1,1,1-trifluoroetano. No tiene color y posee un aroma agradable pero es inestable bajo la luz. Se envasa en botellas de color oscuro con timol ",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142914,Clorhidrato de amilocaína,"Los anestésico local (AL) que, aplicados en concentración suficiente en su lugar de acción, impiden la conducción de impulsos eléctricos por las membranas del nervio y el músculo de forma transitoria y predecible, originando la pérdida de sensibilidad en ",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142915,Septocaina,Articaína y adrenalina es un anestésico (medicamento adormecedor) que bloquea los impulsos nerviosos que envían señales de dolor al cerebro.  Articaína y adrenalina se utiliza como anestésico durante procedimientos dentales.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142916,Hialuronidasa,"La hialuronidasa es una enzima, cuya función es, como su propio nombre indica, degradar el ácido hialurónico (AH). Se encuentra en el acrosoma, y su función principal es degradar la corona radiada durante el proceso de fecundación.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142917,Mepivacaína,"La mepivacaína es un anestésico local descubierta por A. F. Ekenstam en 1957, e introducido por el mismo en el 1960. Su fórmula química es clorhidrato de 1 metil-2'6'-pipecoloxilidida. Su nombre IUPAC = N-(2,6-dimetilfenil)- 1-metil-piperidina-2-carboxami",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142918,Articaína,"La articaína es un anestésico local de acción corta, perteneciente al grupo de las amidas. Sin embargo, la articaína posee además un grupo ester adicional que es rápidamente hidrolizado por esterasas plasmáticas por lo que la articaína exhibe una menor to",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142919,Isoflurano,"El isoflurano (1-cloro-2,2,2-trifluoroetil difluorometil éter) es un éter halogenado usado como anestésico inhalatorio. Junto con el enflurano y el halotano, reemplazaron al los éteres inflamables usados en los primero días de la cirugía. Su uso en medici",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142920,Procaina,"La procaína es un fármaco que bloquea la conducción nerviosa, previniendo el inicio y la propagación del impulso nervioso. Por esta característica se le confiere la capacidad de actuar como un anestésico local y generalmente es utilizada para combinarla c",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142921,Tiopental sódico,"El tiopentato de sodio es una droga derivada del ácido barbitúrico, más conocida por el nombre de pentotal sódico,amital sódico o trapanal. Está clasificado como barbitúrico de acción ultracorta porque el efecto hipnótico en pequeñas dosis del fármaco des",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142922,Clorhidrato de benoxinato,"Para procedimientos que requieran una anestesia tópica rápida y de corta duración. Cirugía refractiva.
Remoción de suturas después de procesos quirúrgicos, extracción de cuerpos superficiales y profundos, tonometría, gonioscopia y otras investigaciones di",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142923,Butambeno,Butambeno es un anestésico local. Es el éster de ácido 4-aminobenzoico y butanol.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142924,Clorobutanol,"El clorobutanol, o trichloro-2-methyl-2-propane, es de uso general como preservativo químico en una amplia gama de productos cosméticos y farmacéuticos. Las características antibacterianas y antihongos de la sustancia inhiben el crecimiento microbiano por",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142925,Clorhidrato de cloroprocaína,"El clorhidrato de cloroprocaina es un derivado halogenado de la procaína, cuyas propiedades farmacológicas comparte casi por completo. Su potencia anestésica es por lo menos el doble de la procaína y su toxicidad es menor debido a su metabolismo más rápid",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142926,Clorhidrato de cocaína,"La cocaína: es el clorhidrato de cocaína, obtenido a partir de la pasta base, con clorhídrico y extracción acetona etanol.  Se trata de un polvo blanco, cristalino y de sabor amargo, en ambientes callejeros se denomina: nieve, coca o farlopa.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142927,Desflurano,"El desflurano es un anestésico general altamente volátil a temperatura ambiente, el cual debe conservarse en botellas cerradas. Es utilizado con frecuencia en intervenciones quirúrgicas de pacientes externos debido a su rápido comienzo de acción y expedit",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142928,Clorhidrato de diclonina," Anestésico local, con propiedades bactericidas y fungicidas, para el dolor bucal, prurito, picaduras de insectos y lesiones y quemaduras menores.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142929,Enflurano,"El Enflurano es un líquido no-inflamable, claro, incoloro, químicamente estable, lo que permite su almacenamiento sin ningún preservativo. Su estructura química es 2-cloro-1,1,2-trifluroetil diflurometil eter, es decir estructuralmente es un isomero del i",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142930,Éter,"grupo funcional muy importante en química orgánica y bioquímica.  Habitualmente con este nombre suele referirse al éter etílico, un solvente orgánico usado como anestésico y droga recreativa, y también al éter de petróleo, también usado como solvente, que",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142931,Cloruro de etilo,"El Cloroetano o monocloroetano, comúnmente conocido por su antiguo nombre cloruro de etilo, es uncompuesto químico con la fórmula C2H5Cl, usado alguna vez en la producción de tetraetilo de plomo, un aditivo de lagasolina. Es un gas incoloro e inflamable, ",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142932,Clorhidrato de etidocaína,"Es un medicamento que se inyecta antes y durante una serie de procedimientos quirúrgicos, durante el trabajo de parto y durante el parto. La etidocaína ocasiona pérdida de la sensibilidad en la piel y en el tejido que la rodea. Hay inyecciones genéricas d",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142933,Etomidato,El etomidato es un anestésico intravenoso no barbitúrico conocido por su estabilidad cardiovascular. Se introdujo para el uso clínico en 1972. Es un derivado del imidazol inmiscible en agua.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142934,Clorhidrato de ketamina,"La ketamina es una droga disociativa con potencial alucinógeno, derivada de la fenciclidina, utilizada originalmente en medicina por sus propiedades analgésicas y sobre todo, anestésicas.   La forma farmacéutica suele utilizar una sal de la droga: el clor",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142935,Levobupivacaína hidrocloruro,"Hidrocloruro de levobupivacaína, (S) - (-)-bupivacaína clorhidrato; (s) ??- (-)-bupivacaína HCl; (s) ??- (-)-1-n-butil-2 ', 6'-dimetil-2 -piperidincarboxanilid clorhidrato es un analgésico local utilizado por vía tópica en oftalmología.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142936,Levonordefrina,"Levonordefrina (Nordefrin, Neo-Cobefrin), también conocido como a-metilnorepinefrina (a-Me-NE), es una amina simpaticomimética utilizado como un descongestionante nasal tópico y vasoconstrictor en odontología.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142937,Clorhidrato de lidocaína,La LIDOCAÍNA es un anestésico. Causa la pérdida de la sensibilidad en la piel y en otros tejidos. Se utiliza para prevenir o tratar el dolor de algunos procedimientos.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142938,Metohexital sódico,El METOHEXITAL es un anestésico. Se utiliza para producir relajación e induce el sueño antes y durante una cirugía. No alivia los dolores.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142939,Clorhidrato de pramoxina,"El clorhidrato de pramoxina es un anestésico tópico local. Este anestésico está a la venta con o sin mentol en forma de crema, así como también en forma de gel. Se utiliza para aliviar el dolor leve y la inflamación de la piel causada por una serie de fac",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142940,Clorhidrato de proparacaína,"El clorhidrato de proparacaína (alcaína, oftaína) es un éster de benzoato, pero químicamente diferente a la procaína, el benoxinato y la tetracaína. Esta diferencia de estructura química puede explicar la falta de sensibilización cruzada entre la proparac",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142941,Propofol,"Propofol es un agente anestésico intravenoso de corta duración, con licencia aprobada para la inducción de laanestesia general en pacientes adultos y pediátricos mayores de 3 años, mantenimiento de la anestesia general en adultos y pacientes pediátricos m",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142942,Sevoflurano,"El sevoflurano (fluorometil 2,2,2-trifluoro-1 [trifluorometil]etil éter) es un anestésico general, siendo éste un líquido volátil claro e incoloro a temperatura ambiente. Se ha utilizado ampliamente en Japón por muchos años, uso que se propagó también a E",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142943,Tetracaína,"La tetracaína es un medicamento que bloquea la conducción nerviosa, previniendo el inicio y la propagación del impulso nervioso. Esta característica le confiere capacidad de actuar como anestésico local.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142944,Clorhidrato de tetracaina,La TETRACAÍNA es un anestésico. Se utilizan las gotas para entumecer el ojo y el área que lo rodea antes de ciertos procedimiento.,51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142945,Clorhidrato de doxapram,"El cloridrato de Doxapram (comercializado como Dopram) es un estimulante respiratorio. Al ser administrado por vía intravenosa, el doxapram estimula un incremento en el volumen corriente y la frecuencia respiratoria.",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142946,Metoxiflurano,"Metoxiflurano es un agente anestésico extremedamente potente y altamente soluble en lípidos, que se caracteriza por una inducción muy lenta (inicio de la acción) ytiempos de emergencia (offset o disipación).  Es no inflamable, tiene efectos hemodinámicos ",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51142947,Clorhidrato de cincocaína," El clorhidrato de dibucaína (cincocaína, nupercaína) es un derivado de la quinolina. Es uno de los anestésicos locales de uso común más potentes, tóxicos y de acción más duradera. Es 15 veces mas potente y tóxico que la procaína y su acción anestésica du",51000000,Medicamentos y productos farmacéuticos,51140000,Medicamentos para el sistema nervioso central,51142900,"Fármacos anestésicos, complementos relacionados y analépticos",2026-06-18 12:27:54
51151501,Cloruro de betanecol,"Colinérgico (parasimpaticomimético) estructuralmente relacionado con la acetilcolina. Agonista (estimulante) de los receptores muscarínicos colinérgicos, siendo mas estable a la hidrólisis por parte de la colinesterasa que la propia acetilcolina. Presenta",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151502,Cloruro de edrofonio,El EDROFONIO actúa en el sistema nerviosa del cuerpo. Se utiliza para evaluar la respuesta muscular y para diagnosticar la miastenia gravis. Se utiliza también para verificar una respuesta a la terapia con medicamento en pacientes con miastenia gravis. Se,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151503,Fisostigmina,La FISOSTIGMINA se utiliza para revertir los efectos de las sobredosis de algunos medicamentos.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151504,Nitrato de pilocarpina,La pilocarpina es un medicamento parasimpaticomimético y alcaloide obtenido de las hojas de arbustos tropicales de las Américas pertenecientes al género Pilocarpus. Es un agonista no selectivo de los receptores muscarínicos del sistema nervioso parasimpát,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151505,Clorhidrato de tropatepina,Es un anticolinérgico utilizado como antiparkinsoniano agente.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151506,Inhibidor de la esterasa,"El inhibidor de C1 esterasa (C1-INH) es una proteína que se encuentra en la parte líquida de la sangre que controla C1, el primer componente del sistema de complemento.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151507,Cloruro de ambenonio,El CLORURO DE AMBENONIO puede ayudar con la fortaleza muscular. Este medicamento se utiliza para tratar la miastenia grave.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151508,Dexpantenol,El Dexpantenol o Pro-vitamina B5 tiene una excelente absorción por la piel que la transforma vitamina B5. Ésta acelera el proceso natural de regeneración de las células de la piel. Las cremas ricas en Dexpantenol mejoran el estrato córneo reduciendo la pé,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151509,Donepezilo clorhidrato,"Donepecilo es un inhibidor reversible no competitivo específico de la acetilcolinesterasa (AChE) y parece ejercer su efecto terapéutico realzando la función colinérgica. Inhibiendo la hidrólisis de la AChE, el donepecilo aumenta las concentraciones del ac",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151510,Bromhidrato de galantamina,"Parasimpaticomimético, alcaloide terciario inhibidor selectivo, competitivo y reversible de la acetilcolinesterasa. Además, la galantamina estimula la acción intrínseca de la acetilcolina sobre los receptores nicotínicos, probablemente mediante la fijació",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151511,Bromuro de mepenzolato,Se utiliza para tratar las úlceras en el estómago y los intestinos. Este medicamento no es una cura.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151512,Metilsulfato de neostigmina,La neostigmina es un anticolinesterásico amonio cuaternario que actua inhibiendo la enzima colinesterasa. El uso primario en la práctica anestésica está relacionado con la reversión del bloqueo neuromuscular producido por los relajantes neuromusculares no,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151513,Bromuro de neostigmina,"Ejerce acción parasimpaticomimética indirecta. Inhibe la enzima acetilcolinesterasa, responsable de la destrucción de la acetilcolina. Estimula la peristalsis, tono y motilidad de la musculatura intestinal y vesical.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151514,Bromuro de piridostigmina,"Es un parasimpaticomimético por medio de la inhibición reversible de la colinesterasa, una enzima que se encuentra a nivelsináptico. Es una amina cuaternaria que se absorbe mal en el tracto gastrointestinal y no cruza la barrera hematoencefálica, exceptua",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151515,Tartrato de rivastigmina,La RIVASTIGMINA se utiliza en el tratamiento de la demencia leve a moderada causada por la enfermedad de Alzheimer o la enfermedad de Parkinson.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151516,Clorhidrato de tacrina,La TACRINA se utiliza para tratar la demencia leve a modera provocada por el mal de Alzheimer.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151517,Clorhidrato de cevimelina,Medicamento que se usa en el tratamiento de ciertos trastornos de la glándula salival. También está en estudio para el tratamiento de la sensación de sequedad en la boca que ocasiona la radioterapia dirigida a la cabeza y el cuello. Aumenta la cantidad de,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151518,Lecitina o fosfatidilcolina,"La fosfatidilcolina o polienilfosfatidilcolina (también llamada lecitina) es un fosfolípido que, junto con lassales biliares, ayuda a la solubilización de los ácidos biliares en la bilis.  Es el componente más abundante de la fracción fosfatídica que pued",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151500,Colinérgicos y inhibidores de la colinesterasa,2026-06-18 12:27:54
51151601,Sulfato de atropina,"La atropina es una droga anticolinérgica natural compuesta por ácido tropico y tropina, una base orgánica compleja con un enlace ester. Parecida a la acetilcolina, las drogas annticolinérgicas se combinan con los receptores muscarínicos por medio de un lu",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151602,Mesilato de benztropina," Se utiliza para ciertos problemas del movimiento causados por la enfermedad de Parkinson, ciertos medicamentos u otras causas.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151603,Clorhidrato de prociclidina,"Anticolinérgico prescrito para el tratamiento del parkinsonismo, para aliviar los trastornos extrapiramidales y para controlar la sialorrea, que son efectos secundarios de otras medicaciones.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151604,Clorhidrato de trihexifenidilo,El TRIHEXIFENIDILO se utiliza para la enfermedad de Parkinson o los problemas en los movimientos causados por ciertos medicamentos.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151605,Clorhidrato de ciclopentolato,El ciclopentolato hidrocloruro es un principio activo que se utiliza en forma de gotas oftálmicas para producir midriasis (dilatación de la pupila) o cicloplegia (parálisis de la acomodación),51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151606,Tropicamida,La tropicamida es un fármaco anticolinérgico que se utiliza en forma de gotas oftálmicas para producir midriasis (dilatación de la pupila) y cicloplegia.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151607,Bromuro de clidinio,El bromuro de clidinio es un agente antimuscarínico con una reconocida y eficaz acción espasmolítica y antisecretora a nivel del tubo digestivo.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151608,Clorhidrato de diciclomina,es un fármaco antimuscarínico y anticolinérgico utilizado como antiespasmódico en el tratamiento del síndrome del colon irritable. También se utiliza para el tratamiento de otras afecciones funcionales del tracto gastrointestinal en las que existe espasmo,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151609,Bromuro de propantelina,La PROPANTELINA se usa en combinación con otros medicamentos en el tratamiento de la úlcera péptica.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151610,Alcaloides de belladona,"Los alcaloides principales de la belladona son la atropina, la escopolaminay la hiosciamina, químicamente muy parecidos. La planta por entero es tóxica, pero es en la raíz y en el fruto donde se acumula más cantidad de alcaloides. La belladona tiene efect",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151611,Glicopirrolato,El glicopirrolato un agente sintético anticolinérgico de amonio cuaternario sintetizado en 1960 por Bernard V. Franko y Carl D. Lunsford. Posee el número CAS 596-51-0 y fue diseñado mientras se buscaba un fármaco que tuviera los efectos terapéuticos de la,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151612,Sulfato de hiosciamina,"La HIOSCIAMINA se utiliza para tratar problemas del estómago o la vejiga. Este medicamento también se utiliza para la rinitis, para reducir algunos problemas provocados por la enfermedad de Parkinson y para el tratamiento de la intoxicación con medicament",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151613,Bromhidrato de escopolamina,Antagonista colinérgico derivado de la belladona. La escopolamina es una sustancia que antagoniza de forma competitiva los receptores colinérgicos muscarínicos tanto en las células que tienen inervación colinérgica como en las que no la tienen pero que po,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151614,Homatropina bromhidrato,Ciclopléjico y midriático.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151615,Caramifeno,Caramifeno es un fármaco anticolinérgico utilizado en el tratamiento de la enfermedad de Parkinson. En combinación con fenilpropanolamina se utiliza como descongestionante nasal supresor de la tos y para tratar los síntomas asociados con enfermedades resp,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151616,Atropina,"La atropina es un fármaco anticolinérgico extraído de la belladona y otras plantas de la familia Solanaceae. Es un alcaloide, producto del metabolismo secundario de estas plantas y se ocupa como medicamento con una amplia variedad de efectos.",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151600,Agentes bloqueadores colinérgicos,2026-06-18 12:27:54
51151701,Albuterol,"Albuterol se usa para prevenir y tratar síntomas como resoplo (silbido al respirar), respiración entrecortada y contractura toráxica, provocados por enfermedades pulmonares como el asma y la enfermedad pulmonar obstructiva crónica (COPD por su sigla en in",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151702,Tartrato de brimonidina,La BRIMONIDINA; TIMOLOL es un tratamiento ocular para tratar la glaucoma de ángulo abierto y alta presión ocular.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151703,Epinefrina,"La adrenalina, también conocida como epinefrina por su Denominación Común Internacional (DCI), es una hormona y unneurotransmisor. Incrementa la frecuencia cardíaca, contrae los vasos sanguíneos, dilata los conductos de aire, y participa en larespuesta lu",51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151704,Borato de epinefrina,Fármaco adrenérgico prescrito para el tratamiento del glaucoma primario de ángulo abierto.,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151705,Clorhidrato de epinefrina, El hidrocloruro de epinefrina es un agente alfa y beta adrenérgico con un efecto benéfico en los enfermos durante paro cardiaco. Este efecto se debe fundamentalmente a sus propiedades como agonista de receptores alfa-adrenérgicos.  La acción que se deriv,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
51151706,Isoproterenol,El isoproterenol o isoprenalina es un medicamento simpaticomiméticoque actúa a nivel de los receptores beta adrenérgicos. En medicina se usa para el tratamiento del asma relajando las vías aéreas y permitiendo un mayor flujo de aire. Se usa también contra,51000000,Medicamentos y productos farmacéuticos,51150000,Medicamentos para el sistema nervioso autónomo,51151700,Simpatomiméticos (adrenérgicos),2026-06-18 12:27:54
